学校,Schools web,学院, Department, Department Web,Major Master program list,专业 Major,Program Web,Duration,Admission requirement Web,Deadline,Remark,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rice University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of California, Los Angeles",https://grad.ucla.edu/,"UCLA Department of Economics
UCLA Quant Lab
UCLA Social Sciences",,,,Master of Quantitative Economics (M.Q.E.),https://master.econ.ucla.edu/,,https://grad.ucla.edu/programs/social-sciences/economics-department/economics-master-of-quantitative-economics/,"March 15, 2023",,,,,,,,,,,,,,,,,,
,https://grad.ucla.edu/,School of Management,,,,Management – Business Analytics MS,https://www.anderson.ucla.edu/degrees/master-of-science-in-business-analytics,,https://grad.ucla.edu/programs/anderson-school-of-management/management-business-analytics-ms/,"January 13, 2023 (Round 1); March 10, 2023 (Round 2); May 31, 2023 (Round 3)",无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.ucla.edu/,School of Management,,,,Management – Master of Financial Engineering,https://www.anderson.ucla.edu/degrees/master-of-financial-engineering,,https://grad.ucla.edu/programs/anderson-school-of-management/management-master-of-financial-engineering/,"April 30, 2023",无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.ucla.edu/,School of Management,,,,Management – MS,https://www.anderson.ucla.edu/degrees/phd-program,,https://grad.ucla.edu/programs/anderson-school-of-management/management-ms-phd/,"January 7, 2023",无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.ucla.edu/,Luskin School of Public Affairs,,,,Master of Public Policy (M.P.P.),https://luskin.ucla.edu/public-policy-2,two-year,https://grad.ucla.edu/programs/school-of-public-affairs/public-policy/,"January 6, 2023",,,,,,,,,,,,,,,,,,
Washington University in St.louis,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Master of Accounting,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/master-of-accounting/Pages/default.aspx,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/master-of-accounting/admissions/Pages/default.aspx,,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Supply Chain Management,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-supply-chain-management/Pages/default.aspx,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-supply-chain-management/admissions/Pages/default.aspx,,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,MS in Business Analytics,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/ms-in-business-analytics/Pages/default.aspx18 months,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/ms-in-business-analytics/Admissions/Pages/default.aspx, ,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Masters in Quantitative Finance Program,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/Pages/Quantitative-Finance-Curriculum.aspx,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/admissions/Pages/default.aspx, ,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Corporate Finance and Investments Program,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/Pages/Corporate-Finance-and-Investments-Curriculum.aspx,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/admissions/Pages/default.aspx, ,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Wealth and Asset Management Program,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/Pages/wealth-and-asset-management-curriculum.aspx,18 months,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MS-finance/admissions/Pages/default.aspx, ,,,,,,,,,,,,,,,,,,
,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/Pages/default.aspx,OLIN BUSINESS SCHOOL,,,,Global Master of Finance,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MSFDD/Pages/default.aspx,,https://olin.wustl.edu/EN-US/academic-programs/specialized-masters-programs/MSFDD/admissions/Pages/default.aspx, ,,,,,,,,,,,,,,,,,,
Emory University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgetown University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCB,https://grad.berkeley.edu/admissions/choosing-your-program/list/,Haas School of Business,,,,"Business Administration, Evening & Weekend MBA Program",https://grad.berkeley.edu/program/business-administration-evening-weekend-mba-program/,2.5-3 years,https://ewmba.haas.berkeley.edu/admissions/application,,,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,Haas School of Business,,,,"Business Administration, Full-time MBA Program",https://grad.berkeley.edu/program/business-administration-full-time-mba-program/,,https://mba.haas.berkeley.edu/,,,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,Haas School of Business,,,,"Business Administration, Master’s in Financial Engineering Program",https://grad.berkeley.edu/program/business-administration-masters-in-financial-engineering-program/,1 year,https://mfe.haas.berkeley.edu/admissions,,,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,School of Information,,,,Information Management & Systems,https://grad.berkeley.edu/program/information-management-systems/,two-year,https://www.ischool.berkeley.edu/programs/mims,,无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,"Goldman School of Public Policy,",,,,Public Affairs,https://grad.berkeley.edu/program/master-of-public-affairs/, 12-month or 14-month,https://gspp.berkeley.edu/programs/masters-of-public-affairs-mpa/applying-for-the-mpa,,无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,"Goldman School of Public Policy,",,,,Public Policy,https://grad.berkeley.edu/program/public-policy/, 12-month or 14-month,https://gspp.berkeley.edu/programs/masters-of-public-affairs-mpa/applying-for-the-mpa,,无春季入学，只有秋季,,,,,,,,,,,,,,,,,
,https://grad.berkeley.edu/admissions/choosing-your-program/list/,COLLEGE OF ENVIRONMENTAL DESIGN,,,,Real Estate Development + Design,https://grad.berkeley.edu/program/master-in-real-estate-development-design/,one-year,https://ced.berkeley.edu/urbanism/mredd/mredd-admissions,,"Portfolio of Work (optional)
While this is not a requirement, we encourage applicants to submit images of work, writing samples, and/or past projects with your application. Acceptable documents include presentations, pro formas, publications, and design portfolios, among others. Please keep this to 10-12 pages in length, and feel free to redact any confidential information.",,,,,,,,,,,,,,,,,
University of Southern California,https://gradadm.usc.edu/our-programs/dornsife-college-of-letters-arts-and-sciences/,"Dornsife College of Letters, Arts and Sciences",,,,Applied Economics and Econometrics,https://dornsife.usc.edu/econ/home/,,,,Only GRE,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/dornsife-college-of-letters-arts-and-sciences/,"Dornsife College of Letters, Arts and Sciences",,,,Mathematical Finance,https://dornsife.usc.edu/mathematics,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,International Public Policy and Management,https://priceschool.usc.edu/ippam/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,Leadership (Executive Program),https://eml.usc.edu/,,https://eml.usc.edu/admission,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,Public Administration,https://priceschool.usc.edu/mpa/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,Public Policy,https://priceschool.usc.edu/mpp/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,Public Policy Data Science,https://priceschool.usc.edu/mppds/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/price-school-of-public-policy/,Price School of Public Policy,,,,Real Estate Development,https://priceschool.usc.edu/mred/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Business Administration,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-administration,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Business Administration (Executive),https://www.marshall.usc.edu/programs/mba-programs/executive-mba-program,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Business Administration (Full-time),http://ftmba.marshall.usc.edu/,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,1-Yr Mid-Career IBEAR,https://www.marshall.usc.edu/programs/mba-programs/ibear-mba,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Business Analytics,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics,,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-business-analytics/admissions,"Important Dates:

Application opens: October 1, 2022
Classes begin: August 21, 2023
Orientation: Mid-August, 2023
Deadlines:

Round 1 – November 15, 2022
Round 2 – January 15, 2023
Round 3 – February 15, 2023
Round 4 – March 15, 2023
Round 5 – April 15, 2023 (International Student Deadline)
Round 6 – Rolling Admissions until Fall 2023 Cohort is full or the final deadline of May 15 passes*.",,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Entrepreneurship and Innovation ,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-entrepreneurship-and-innovation,,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-entrepreneurship-and-innovation/admissions/dates-and-deadlines,"	January 31, 2023",,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Finance and Business Administration (MS/MBA),https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-finance,,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-finance/admissions/dates-and-deadlines,"No international student applications will be accepted after April 15, 2023, due to immigration timelines.",,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Global Supply Chain Management,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-global-supply-chain-management,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Management Studies ,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-management-studies,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Marketing,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-marketing,2 years,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-marketing/admissions/application-rounds-and-deadlines,January 20th,"MS Marketing application is now closed, please check back September 1st for application instructions for Summer 2024 admissions.",,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Marketing Analytics(总program页面有，但program未更新),https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-marketing,,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-marketing/admissions/application-rounds-and-deadlines,January 20th,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/marshall-school-of-business/,Marshall School of Business,,,,Social Entrepreneurship ,https://www.marshall.usc.edu/programs/specialized-masters-programs/master-science-social-entrepreneurship,,,,,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/viterbi-school-of-engineering/,Viterbi School of Engineering,,,,Analytics,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,"December 15, 2022",track financial engineering,,,,,,,,,,,,,,,,,
,https://gradadm.usc.edu/our-programs/viterbi-school-of-engineering/,Viterbi School of Engineering,,,,Financial Engineering,https://viterbigradadmission.usc.edu/programs/masters/msprograms/ms-financial-engineering/,,https://viterbigradadmission.usc.edu/programs/masters/msprograms/industrial-systems-engineering/ms-analytics/,"December 15, 2022",,,,,,,,,,,,,,,,,,
,https://international.usc.edu/participating-masters-programs/,"USC International Academy, The University of Southern California",,,,Premaster,https://international.usc.edu/participating-masters-programs/,,,,,,,,,,,,,,,,,,,,,
CMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Virginia,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tufts University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"University of Michigan, Ann Arbor",https://michiganross.umich.edu/,Michigan Ross Business School,,,,MBA,https://michiganross.umich.edu/graduate/which-mba-format-is-right-for-me,2 years,,,,,,,,,,,,,,,,,,,,
,https://michiganross.umich.edu/,Michigan Ross Business School,,,,Master of Accounting,https://michiganross.umich.edu/graduate/master-of-accounting,1 year,https://michiganross.umich.edu/graduate/master-of-accounting/admissions/application-requirements,,,,,,,,,,,,,,,,,,,
,https://michiganross.umich.edu/,Michigan Ross Business School,,,,Master the Supply Chain,https://michiganross.umich.edu/graduate/master-of-supply-chain-management,1 year,https://michiganross.umich.edu/graduate/master-of-supply-chain-management/admissions/application-requirements,,,,,,,,,,,,,,,,,,,
,https://michiganross.umich.edu/,Michigan Ross Business School,,,,Master of Business Analytics,https://michiganross.umich.edu/graduate/master-of-business-analytics,1 year,https://michiganross.umich.edu/graduate/master-of-business-analytics/admissions/application-requirements,,,,,,,,,,,,,,,,,,,
,https://michiganross.umich.edu/,Michigan Ross Business School,,,,Master of Management,https://michiganross.umich.edu/graduate/master-of-management,1 year,https://michiganross.umich.edu/graduate/master-of-management/admissions/application-requirements,,,,,,,,,,,,,,,,,,,
Wake Forest University,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York University,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,MS in Accounting,https://www.stern.nyu.edu/programs-admissions/masters-programs/ms-accounting,"1 year, full-time program",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,NYU Shanghai and Stern School of Business,,,,MS in Data Analytics & Business Computing,https://stern.shanghai.nyu.edu/en/program/ms-data-analytics-business-computing?_ga=2.171093280.1665684979.1665497415-989107791.1660289070,"1 year, full-time program
On-campus in New York City
Prepares students to sit for the New York CPA",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,MS in Marketing and Retail Science,https://stern.shanghai.nyu.edu/en/program/ms-marketing-and-retail-science?_ga=2.171093280.1665684979.1665497415-989107791.1660289070,"1 year, full-time program
2 global hubs (New York City and Shanghai)
Real life capstone project
Jointly offered by NYU Stern and NYU Shanghai",,,Application for Summer 2024 entry will be open in August. Applications for the NYU Stern - NYU Shanghai MS in Marketing and Retail Science program are accepted for the Summer start term only.,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,MS in Organization Management and Strategy,https://stern.shanghai.nyu.edu/en/program/ms-organization-management-and-strategy?_ga=2.171093280.1665684979.1665497415-989107791.1660289070,"1 year, full-time program
2 global hubs (New York City and Shanghai)
Real life capstone project
Jointly offered by NYU Stern and NYU Shanghai",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,MS in Quantitative Economics,https://as.nyu.edu/departments/quantitative-economics.html?_ga=2.171093280.1665684979.1665497415-989107791.1660289070,"10 month, full-time program
On-campus in New York City
Prepares for research career in economics, or research-related employment in technology or finance
Jointly offered by NYU Stern and NYU GSAS",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,NYU Shanghai and Stern School of Business,,,,MS in Quantitative Finance,https://stern.shanghai.nyu.edu/en/program/ms-quantitative-finance?_ga=2.171093280.1665684979.1665497415-989107791.1660289070,"1 year, full-time program
2 global hubs (New York City and Shanghai)
Real life capstone project
Jointly offered by NYU Stern and NYU Shanghai",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,Online MS in Quantitative Management,https://www.stern.nyu.edu/programs-admissions/masters-programs/online-ms-quantitative-management/,"20 months, online program
22 courses delivered one at a time
2 short residential immersions on campus in New York City",,,Master's Programs for Early Career Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-early-career-professionals,Stern School of Business,,,,MS in Business Analytics,https://www.stern.nyu.edu/programs-admissions/ms-business-analytics,"1 year, part-time, global format
5 in-person modules",,,Master's Programs for Experienced Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-experienced-professionals,Stern School of Business,,,,MS in Fintech,https://www.stern.nyu.edu/programs-admissions/masters-programs/ms-fintech,"1 year, part-time, global format
1 online module
6 in-person modules",,,Master's Programs for Experienced Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-experienced-professionals,Stern School of Business (w/ HKUST Business School),,,,MS in Global Finance,http://www.msglobalfinance.org/,"1 year, part-time, global format
7 in-person modules
Jointly offered by NYU Stern and HKUST",,,Master's Programs for Experienced Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-experienced-professionals,Stern School of Business,,,,MS in Risk Management 1,https://www.stern.nyu.edu/programs-admissions/ms-risk-management,"1 year, part-time, global format
6 in-person modules",,,Master's Programs for Experienced Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/masters-programs/masters-programs-experienced-professionals,Stern School of Business,,,,Online MS in Quantitative Management,https://www.stern.nyu.edu/programs-admissions/masters-programs/online-ms-quantitative-management/,"20 months, online program
22 courses delivered one at a time
2 short residential immersions on campus in New York City",,,Master's Programs for Experienced Professionals,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/mba-programs,Stern School of Business,,,,Executive MBA Programs,https://www.stern.nyu.edu/programs-admissions/emba-programs,,,,,,,,,,,,,,,,,,,,,
,https://www.stern.nyu.edu/programs-admissions/mba-programs,Stern School of Business,,,,MBA,https://www.stern.nyu.edu/programs-admissions/mba-programs,,,,"s there a minimum amount of work experience required to apply?
Full-time work experience is not a prerequisite to apply and we review all work experience, including internships and part-time work, in our evaluation. Please note that in the Professional Information section of your application you should only add months of full-time, post-college work experience. Internships, part-time work and other experience may be included on your resume and work history.",,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Real Estate: MS,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-real-estate.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Real Estate Development,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-real-estate-development.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Financial Planning,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-financial-planning.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Project Management: MS  (STEM),https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-project-management.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Management and Systems (STEM),https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-management-and-systems.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Global Affairs,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-global-affairs.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,"MS in Global Security, Conflict, and Cybercrime (STEM)",https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-global-security--conflict--and-cybercrime.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Event Management: MS,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-event-management.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Global Hospitality Management,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-global-hospitality-management.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Travel and Tourism Management,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-travel-and-tourism-management.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Executive Coaching and Organizational Consulting,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-executive-coaching-and-organizational-consulting.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Human Capital Analytics and Technology (STEM),https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-capital-analytics-and-technology.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Human Resource Management and Development,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-human-resource-management-and-development.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Executive MS in Marketing and Strategic Communications,https://www.sps.nyu.edu/homepage/academics/masters-degrees/executive-masters-in-marketing-and-strategic-communications.html,,,,只有fall入学,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Integrated Marketing: MS,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-integrated-marketing.html,,,,November 30 for Spring 2024 https://www.sps.nyu.edu/homepage/admissions/admissions-criteria-and-deadlines/graduate-programs.html,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,Public Relations and Corporate Communication: MS,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-public-relations-and-corporate-communication.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Global Sport,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-global-sport.html,,,,,,,,,,,,,,,,,,,,,
,https://www.sps.nyu.edu/homepage/academics/masters-degrees.html,School of Professional Studies,,,,MS in Sports Business,https://www.sps.nyu.edu/homepage/academics/masters-degrees/ms-in-sports-business.html,,,,,,,,,,,,,,,,,,,,,
,https://engineering.nyu.edu/academics/programs/master-science,Tandon School of Engineering,,,,Financial Engineering: MS,https://engineering.nyu.edu/academics/programs/financial-engineering-ms,,,,,,,,,,,,,,,,,,,,,
,https://engineering.nyu.edu/academics/programs/master-science,Tandon School of Engineering,,,,"Management of Technology, M.S.",https://engineering.nyu.edu/academics/programs/master-science,,,,,,,,,,,,,,,,,,,,,
,https://www.nyu.edu/admissions/graduate-admissions/business--finance--and-management.html,Graduate School of Arts and Science,,,,Industrial and Organizational Psychology: MA,https://as.nyu.edu/psychology/graduate/ma-industrial-organizational-psychology.html,,,,,,,,,,,,,,,,,,,,,
,https://www.nyu.edu/admissions/graduate-admissions/business--finance--and-management.html,Courant Institute of Mathematical Sciences; dual MBA w/ Stern School of Business,,,,"Mathematics in Finance: AdvC, MS, MS/MBA",https://math.nyu.edu/financial_mathematics/academics/programs-study/,,,,,,,,,,,,,,,,,,,,,
"University of North Carolina, Chapel Hill",,,,,,,,,,,,,,,,,,,,,,,,,,,,
University of Rochester,https://simon.rochester.edu/programs/full-time-ms,Simon Business School,,,,MS IN ACCOUNTANY,https://simon.rochester.edu/programs/full-time-ms-in-accountancy,,,,,,,,,,,,,,,,,,,,,
,https://simon.rochester.edu/programs/full-time-ms,Simon Business School,,,,MS in Finance,https://simon.rochester.edu/programs/full-time-ms-in-finance,,https://simon.rochester.edu/programs/full-time-ms/admissions,January 5,,,,,,,,,,,,,,,,,,
,https://simon.rochester.edu/programs/full-time-ms,Simon Business School,,,,MS in Marketing Analytics,https://simon.rochester.edu/programs/full-time-ms-in-marketing-analytics,,https://simon.rochester.edu/programs/full-time-ms/admissions,January 5,,,,,,,,,,,,,,,,,,
,https://simon.rochester.edu/programs/full-time-ms,Simon Business School,,,,MS in Business Analytics,https://simon.rochester.edu/programs/full-time-ms-in-business-analytics,,https://simon.rochester.edu/programs/full-time-ms/admissions,January 5,,,,,,,,,,,,,,,,,,
"University of California, Davis",https://www.ucdavis.edu/academics/graduate,Graduate School of Management,,,,Business Administration (MBA),https://www.ucdavis.edu/graduate-programs/business-administration-mba,,,,,,,,,,,,,,,,,,,,,
,https://www.ucdavis.edu/academics/graduate,Graduate School of Management,,,,Accountancy (MPAc),https://www.ucdavis.edu/graduate-programs/accountancy-mpac,,,,,,,,,,,,,,,,,,,,,
,https://www.ucdavis.edu/academics/graduate,Graduate School of Management,,,,Business Analytics (M.S. in Business Analytics),https://www.ucdavis.edu/graduate-programs/business-analytics,,,,,,,,,,,,,,,,,,,,,
"University of California, Irvine",https://grad.uci.edu/admissions/degree-programs/,Paul Merage School of Business,,,,Accountancy MPAc,https://merage.uci.edu/programs/masters/master-professional-accountancy/index.html,,,,,,,,,,,,,,,,,,,,,
,https://grad.uci.edu/admissions/degree-programs/,Paul Merage School of Business,,,,Finance-MFin,https://merage.uci.edu/programs/masters/master-finance/index.html,,https://merage.uci.edu/programs/masters/master-finance/admissions.html,"Round 1: October 15
Round 2: November 15
Round 3: January 15 
Round 4: March 1 (Final deadline for international applicants)
Round 5: May 1
Round 6: June 1",,,,,,,,,,,,,,,,,,
,https://grad.uci.edu/admissions/degree-programs/,Paul Merage School of Business,,,,Master of Innovation and Entrepreneurship,https://merage.uci.edu/programs/masters/master-finance/admissions.html,,https://merage.uci.edu/programs/masters/master-finance/admissions.html,"Round 1: October 15
Round 2: November 15
Round 3: January 15 
Round 4: March 1 (Final deadline for international applicants)",,,,,,,,,,,,,,,,,,
